corresponding_id,alias,real_name,alias_type,start,end,extra
,Bishop of St Davids,William Stuart,religious,1794/01/12,1800,
,Bishop of St Davids,George Murray,religious,1801/02/11,1803/06/03,
,Bishop of St Davids,Thomas Burgess,religious,1803/07/17,1825/06/17,
,Bishop of St Davids,John Banks Jenkinson,religious,1825/07/24,1840/07/07,
,Bishop of St Davids,Connop Thirlwall,religious,1840/08/09,1874/06/16,
,Bishop of St Davids,William Basil Jones,religious,1874/08/24,1897/01/14,
,Bishop of St Davids,John Owen,religious,1897/05/01,1920,
