corresponding_id,alias,real_name,alias_type,start,end,extra,link
4464,Baron Hamilton,John Glencairn Carter Hamilton,title,1886,1900/10/15,,"https://en.wikipedia.org/wiki/John_Hamilton,_1st_Baron_Hamilton_of_Dalzell"
12972,Baron Hamilton,Gavin George Hamilton,title,1900/10/16,1952/06/23,created ID,"https://en.wikipedia.org/wiki/Gavin_Hamilton,_2nd_Baron_Hamilton_of_Dalzell"
