corresponding_id,alias,real_name,alias_type,start,end,extra,links
,Earl of Leitrim,Robert Clements,title,1795,1804/07/27,"found link, no corresponding ID","https://en.wikipedia.org/wiki/Robert_Clements,_1st_Earl_of_Leitrim"
6486,Earl of Leitrim,Nathaniel Clements,title,1804/07/28,1854/12/31,,"https://en.wikipedia.org/wiki/Nathaniel_Clements,_2nd_Earl_of_Leitrim"
6486,Viscount Clements,Nathaniel Clements,title,1795,1804/07/27,,
6486,Baron Clements,Nathaniel Clements,title,1831,1854/12/31,,
3595,Earl of Leitrim,William Sydney Clements,title,1855/01/01,1878/04/02,,"https://en.wikipedia.org/wiki/William_Clements,_3rd_Earl_of_Leitrim"
6981,Earl of Leitrim,Robert Bermingham Clements,title,1878/04/03,1892/04/05,,"https://en.wikipedia.org/wiki/Robert_Clements,_4th_Earl_of_Leitrim"
7096,Earl of Leitrim,Charles Clements,title,1892/04/06,1952/06/09,"Died in office, position now extinct","https://en.wikipedia.org/wiki/Charles_Clements,_5th_Earl_of_Leitrim"
7096,Viscount Clements,Charles Clements,title,1879/06/23,1892/04/05,Position Since Birth,
