corresponding_id,alias,real_name,alias_type,start,end,links,extra
2116,Baron Raglan,FitzRoy James Henry Somerset,title,1852,1855/06/28,"https://en.wikipedia.org/wiki/FitzRoy_Somerset,_1st_Baron_Raglan",
,Baron Raglan,Richard Henry FitzRoy Somerset,title,1855/06/29,1884/05/03,"https://en.wikipedia.org/wiki/Richard_Somerset,_2nd_Baron_Raglan","wiki, No CID"
,Baron Raglan,George FitzRoy Henry Somerset,title,1884/05/04,1921/10/24,"https://en.wikipedia.org/wiki/George_Somerset,_3rd_Baron_Raglan","wiki, No CID"
