debate_id,speaker_id
59490,3104
59492,3104
43112,3104
43113,3104
51305,3104
67693,3104
67694,3104
67695,3104
43124,3104
43130,3104
43134,3104
51325,3104
51326,3104
43137,3104
59523,3104
43142,3104
43143,3104
51341,3104
43153,3104
26771,3104
67734,3104
67735,3104
67738,3104
67739,3104
43170,3104
43172,3104
59563,3104
67758,3104
67760,3104
26801,3104
43186,3104
43190,3104
51389,3104
26818,3104
59589,3104
59590,3104
43207,3104
84177,3104
43225,3104
67808,3104
43235,3104
59621,3104
59622,3104
67813,3104
59629,3104
59630,3104
59631,3104
26865,3104
26868,3104
26869,3104
43253,3104
43256,3104
43258,3104
67838,3104
67841,3104
43266,3104
67844,3104
51467,3104
59663,3104
43301,3104
43302,3104
67878,3104
67879,3104
67881,3104
43320,3104
67897,3104
43326,3104
67903,3104
67905,3104
63972,3104
43336,3104
43340,3104
43341,3104
43344,3104
43346,3104
59733,3104
59734,3104
63976,3104
59738,3104
59739,3104
59741,3104
26974,3104
63977,3104
26981,3104
59755,3104
59758,3104
67950,3104
67951,3104
67954,3104
59764,3104
67957,3104
27002,3104
67983,3104
67985,3104
43414,3104
43420,3104
59804,3104
59809,3104
27046,3104
43433,3104
59825,3104
27058,3104
43442,3104
27060,3104
68021,3104
68026,3104
43452,3104
68028,3104
68034,3104
68035,3104
43472,3104
43482,3104
43485,3104
43486,3104
43487,3104
59877,3104
43495,3104
59879,3104
43497,3104
59880,3104
68068,3104
68072,3104
68074,3104
59895,3104
59896,3104
43516,3104
59900,3104
51712,3104
84483,3104
43530,3104
43534,3104
27151,3104
27152,3104
43535,3104
68111,3104
68113,3104
68115,3104
68117,3104
68118,3104
27167,3104
27168,3104
43555,3104
43556,3104
27173,3104
43560,3104
43561,3104
27184,3104
43570,3104
43573,3104
43575,3104
59960,3104
59962,3104
59965,3104
59986,3104
59987,3104
84568,3104
60005,3104
43642,3104
60030,3104
60034,3104
43654,3104
27271,3104
27275,3104
51852,3104
43662,3104
27282,3104
51863,3104
60055,3104
27291,3104
43675,3104
43676,3104
60060,3104
60061,3104
84644,3104
43699,3104
43700,3104
43705,3104
68283,3104
27329,3104
27330,3104
27337,3104
84685,3104
43726,3104
43727,3104
43728,3104
60111,3104
60112,3104
60115,3104
43732,3104
84694,3104
43735,3104
43736,3104
60119,3104
60120,3104
27360,3104
84703,3104
43752,3104
43753,3104
43755,3104
43757,3104
43758,3104
27375,3104
43763,3104
43764,3104
27382,3104
43766,3104
43767,3104
43768,3104
43769,3104
51959,3104
60156,3104
43777,3104
60158,3104
60159,3104
60179,3104
60180,3104
43798,3104
60183,3104
60184,3104
60187,3104
27421,3104
27429,3104
27438,3104
27444,3104
27452,3104
27453,3104
43836,3104
43837,3104
60225,3104
27458,3104
27459,3104
43844,3104
52036,3104
43847,3104
60226,3104
60227,3104
60229,3104
60230,3104
60231,3104
43856,3104
60240,3104
60242,3104
60246,3104
60247,3104
60251,3104
84830,3104
84831,3104
43879,3104
60270,3104
43887,3104
60274,3104
60275,3104
52087,3104
60281,3104
60282,3104
84857,3104
43900,3104
60285,3104
43902,3104
60286,3104
84865,3104
84867,3104
43914,3104
60307,3104
60308,3104
60309,3104
52121,3104
43931,3104
43932,3104
52129,3104
52130,3104
43941,3104
52135,3104
84925,3104
52160,3104
60354,3104
60355,3104
60358,3104
60367,3104
60368,3104
60370,3104
60373,3104
44001,3104
44002,3104
44003,3104
44005,3104
44017,3104
44020,3104
44021,3104
44024,3104
60408,3104
44026,3104
60412,3104
60414,3104
60417,3104
85002,3104
44047,3104
60447,3104
60448,3104
60452,3104
60454,3104
44071,3104
60455,3104
44079,3104
44097,3104
44099,3104
44101,3104
44105,3104
44107,3104
60492,3104
44111,3104
60493,3104
60494,3104
60500,3104
44118,3104
60501,3104
60502,3104
44121,3104
44133,3104
85096,3104
44139,3104
85102,3104
85103,3104
44147,3104
44148,3104
44151,3104
60536,3104
60538,3104
44159,3104
60543,3104
60545,3104
60547,3104
60548,3104
44170,3104
44174,3104
85134,3104
85135,3104
44186,3104
44189,3104
44191,3104
44211,3104
60596,3104
60598,3104
60599,3104
60602,3104
44228,3104
44229,3104
44231,3104
44232,3104
44239,3104
44243,3104
44244,3104
85203,3104
85204,3104
44259,3104
44268,3104
52467,3104
44279,3104
44282,3104
44283,3104
85245,3104
44353,3104
44358,3104
44373,3104
44377,3104
44384,3104
44386,3104
44388,3104
44389,3104
52610,3104
52619,3104
52620,3104
44429,3104
44432,3104
52631,3104
52632,3104
52635,3104
85403,3104
44447,3104
44452,3104
52646,3104
52648,3104
44466,3104
52658,3104
44469,3104
52662,3104
44477,3104
52676,3104
44489,3104
44491,3104
44494,3104
44497,3104
93654,3104
52699,3104
44509,3104
44517,3104
69098,3104
44527,3104
44528,3104
69102,3104
44536,3104
85498,3104
44554,3104
44560,3104
69136,3104
69139,3104
44573,3104
44574,3104
44580,3104
85545,3104
69162,3104
69164,3104
44589,3104
69165,3104
69179,3104
69183,3104
61019,3104
61020,3104
61021,3104
44658,3104
44659,3104
44660,3104
44661,3104
44666,3104
44689,3104
44704,3104
44706,3104
61098,3104
44716,3104
61100,3104
61101,3104
61103,3104
61104,3104
44723,3104
44725,3104
44728,3104
44732,3104
44734,3104
52927,3104
44738,3104
61122,3104
44740,3104
61125,3104
85704,3104
61129,3104
44746,3104
85707,3104
61132,3104
52941,3104
61133,3104
44759,3104
44760,3104
44761,3104
44763,3104
44767,3104
85738,3104
44779,3104
44781,3104
44783,3104
44784,3104
44785,3104
52973,3104
44791,3104
44792,3104
44793,3104
44812,3104
44813,3104
85782,3104
44831,3104
44832,3104
44833,3104
44838,3104
61222,3104
61225,3104
61226,3104
85800,3104
44848,3104
44859,3104
44865,3104
44866,3104
61253,3104
44870,3104
44871,3104
61256,3104
61260,3104
61262,3104
44887,3104
44888,3104
44889,3104
44890,3104
53081,3104
44903,3104
85870,3104
44912,3104
53111,3104
53122,3104
69511,3104
53128,3104
61331,3104
61333,3104
44951,3104
44952,3104
44965,3104
44979,3104
44981,3104
44983,3104
61380,3104
61383,3104
61386,3104
61392,3104
45013,3104
45019,3104
45020,3104
45021,3104
45022,3104
69599,3104
61408,3104
69600,3104
85985,3104
45028,3104
61412,3104
61414,3104
45045,3104
45047,3104
45049,3104
61478,3104
61479,3104
61480,3104
94250,3104
61484,3104
45113,3104
45115,3104
61503,3104
61504,3104
45122,3104
61512,3104
61514,3104
45137,3104
45145,3104
53349,3104
45164,3104
61551,3104
61556,3104
45174,3104
94347,3104
61580,3104
61581,3104
61582,3104
45205,3104
53421,3104
53422,3104
45234,3104
61619,3104
94394,3104
53436,3104
53439,3104
45251,3104
45252,3104
45253,3104
61635,3104
61638,3104
45270,3104
45298,3104
45305,3104
45307,3104
45309,3104
45310,3104
45319,3104
45323,3104
61712,3104
45333,3104
45334,3104
45337,3104
45338,3104
45339,3104
45340,3104
45341,3104
61718,3104
61720,3104
61721,3104
61732,3104
61734,3104
45352,3104
61736,3104
53550,3104
53551,3104
61777,3104
53588,3104
61780,3104
61785,3104
61787,3104
61788,3104
61789,3104
61805,3104
61809,3104
45427,3104
61812,3104
45438,3104
45439,3104
53631,3104
45441,3104
53632,3104
45446,3104
45451,3104
45452,3104
61854,3104
45472,3104
61855,3104
61856,3104
45494,3104
70076,3104
45523,3104
61908,3104
61912,3104
45529,3104
61913,3104
45538,3104
61929,3104
61930,3104
61932,3104
45551,3104
45563,3104
45574,3104
45583,3104
45598,3104
61983,3104
61984,3104
45601,3104
61985,3104
45619,3104
62004,3104
62005,3104
62006,3104
62008,3104
62009,3104
45627,3104
45643,3104
45651,3104
62036,3104
45657,3104
45658,3104
62045,3104
62046,3104
62047,3104
62048,3104
62049,3104
45668,3104
45669,3104
45670,3104
62055,3104
62061,3104
45679,3104
62062,3104
45681,3104
62065,3104
62071,3104
45693,3104
53902,3104
62111,3104
62116,3104
62130,3104
37555,3104
62134,3104
45771,3104
37580,3104
45773,3104
45794,3104
37605,3104
37609,3104
37614,3104
45810,3104
62203,3104
62205,3104
62206,3104
45823,3104
37634,3104
37636,3104
37637,3104
62214,3104
45837,3104
45840,3104
62232,3104
45852,3104
62239,3104
45871,3104
45872,3104
37684,3104
45878,3104
37688,3104
45881,3104
37700,3104
45896,3104
45903,3104
62288,3104
45905,3104
45906,3104
62289,3104
62290,3104
62296,3104
62297,3104
37724,3104
45917,3104
45918,3104
62303,3104
45923,3104
37738,3104
37739,3104
37740,3104
62319,3104
62320,3104
62322,3104
62323,3104
62325,3104
37750,3104
62327,3104
45945,3104
45946,3104
45952,3104
45953,3104
37763,3104
45961,3104
45963,3104
45968,3104
45969,3104
45986,3104
45987,3104
62379,3104
70573,3104
62382,3104
37807,3104
37808,3104
37813,3104
46006,3104
46010,3104
62396,3104
46013,3104
62397,3104
46029,3104
46030,3104
46037,3104
46038,3104
46040,3104
54231,3104
62424,3104
62425,3104
62427,3104
46047,3104
62429,3104
46052,3104
37867,3104
37874,3104
37876,3104
37880,3104
37882,3104
54267,3104
37884,3104
62473,3104
62474,3104
37900,3104
37909,3104
37913,3104
62496,3104
62498,3104
62499,3104
54318,3104
37940,3104
46133,3104
62521,3104
37952,3104
46147,3104
46153,3104
46157,3104
46160,3104
37969,3104
62546,3104
62553,3104
62556,3104
37989,3104
37994,3104
62573,3104
46191,3104
46192,3104
62575,3104
62576,3104
54388,3104
62577,3104
46198,3104
38007,3104
54400,3104
38026,3104
46220,3104
46221,3104
62612,3104
62616,3104
62622,3104
46239,3104
46240,3104
38050,3104
46242,3104
46243,3104
46244,3104
46245,3104
38061,3104
54445,3104
62638,3104
38067,3104
46268,3104
46277,3104
38086,3104
46278,3104
46280,3104
54471,3104
38094,3104
38096,3104
46287,3104
62671,3104
62673,3104
62674,3104
62675,3104
62677,3104
62684,3104
62685,3104
38125,3104
46322,3104
46328,3104
46329,3104
38139,3104
46334,3104
46337,3104
46339,3104
62736,3104
62738,3104
62739,3104
62740,3104
62741,3104
46358,3104
46359,3104
62742,3104
62746,3104
62747,3104
46364,3104
46367,3104
46372,3104
46373,3104
46378,3104
46382,3104
46385,3104
62777,3104
38205,3104
38217,3104
38218,3104
62793,3104
62794,3104
62795,3104
54606,3104
62805,3104
38233,3104
62810,3104
38240,3104
38252,3104
38256,3104
38262,3104
38263,3104
46455,3104
38269,3104
46462,3104
46467,3104
62852,3104
62855,3104
62859,3104
38291,3104
62872,3104
62874,3104
38300,3104
54699,3104
38317,3104
54716,3104
62910,3104
62915,3104
62916,3104
46534,3104
38343,3104
79317,3104
38368,3104
38370,3104
38372,3104
54764,3104
38382,3104
38386,3104
38388,3104
62963,3104
62965,3104
62967,3104
62969,3104
38402,3104
38408,3104
63013,3104
63014,3104
54824,3104
63015,3104
63019,3104
38448,3104
46654,3104
46667,3104
95819,3104
63062,3104
63071,3104
71278,3104
63087,3104
63093,3104
38529,3104
38530,3104
38531,3104
38549,3104
38563,3104
38567,3104
38570,3104
38580,3104
38581,3104
38589,3104
38591,3104
38592,3104
63170,3104
63172,3104
63174,3104
38600,3104
38601,3104
63177,3104
63178,3104
63180,3104
63182,3104
38609,3104
63193,3104
63194,3104
38628,3104
38645,3104
63224,3104
38650,3104
63226,3104
38653,3104
63229,3104
38661,3104
38671,3104
38684,3104
63295,3104
63297,3104
63304,3104
63305,3104
63325,3104
46944,3104
63328,3104
63329,3104
63330,3104
46973,3104
63362,3104
63365,3104
63370,3104
63378,3104
63382,3104
47001,3104
38818,3104
63409,3104
63412,3104
66335,3104
38839,3104
63416,3104
63417,3104
63418,3104
38843,3104
63419,3104
47039,3104
71620,3104
63430,3104
38859,3104
47063,3104
47065,3104
38882,3104
47080,3104
63468,3104
38898,3104
47091,3104
47096,3104
47111,3104
47118,3104
63540,3104
63543,3104
63544,3104
55374,3104
63572,3104
47205,3104
47207,3104
39017,3104
39023,3104
63603,3104
47222,3104
55415,3104
63605,3104
63607,3104
63609,3104
39035,3104
47235,3104
63622,3104
39054,3104
47251,3104
39083,3104
63669,3104
63671,3104
63672,3104
63675,3104
39109,3104
39110,3104
63687,3104
39112,3104
63692,3104
39119,3104
39122,3104
63698,3104
63699,3104
39141,3104
22763,3104
39149,3104
55541,3104
39158,3104
55549,3104
63744,3104
39174,3104
63755,3104
39189,3104
39190,3104
39191,3104
22809,3104
39195,3104
39199,3104
63781,3104
63783,3104
22824,3104
63785,3104
39210,3104
39211,3104
63787,3104
39218,3104
22841,3104
55623,3104
63834,3104
55646,3104
63843,3104
63848,3104
63853,3104
55664,3104
39292,3104
39299,3104
63876,3104
63877,3104
39304,3104
22923,3104
39310,3104
39311,3104
22929,3104
39315,3104
39316,3104
39317,3104
22937,3104
39322,3104
39331,3104
39332,3104
39334,3104
22957,3104
63924,3104
39350,3104
39351,3104
63926,3104
63938,3104
39363,3104
39371,3104
55763,3104
55765,3104
55766,3104
23001,3104
23002,3104
47583,3104
55775,3104
63966,3104
39394,3104
63968,3104
47590,3104
23015,3104
55787,3104
23020,3104
23021,3104
39406,3104
23023,3104
39407,3104
55792,3104
23026,3104
63988,3104
39413,3104
23031,3104
39416,3104
23038,3104
39426,3104
39428,3104
23045,3104
55813,3104
23053,3104
55824,3104
39441,3104
23058,3104
39442,3104
39445,3104
55838,3104
55841,3104
55842,3104
39461,3104
64035,3104
64036,3104
64038,3104
64040,3104
64045,3104
39477,3104
39478,3104
55876,3104
55877,3104
39494,3104
39495,3104
39498,3104
55899,3104
55901,3104
47714,3104
39524,3104
23151,3104
39538,3104
64116,3104
39542,3104
64122,3104
55934,3104
23172,3104
55941,3104
39562,3104
39565,3104
64142,3104
55952,3104
55954,3104
55955,3104
23190,3104
23191,3104
23205,3104
64165,3104
23210,3104
64171,3104
55982,3104
64173,3104
64181,3104
23223,3104
64183,3104
64187,3104
23230,3104
55999,3104
56001,3104
56005,3104
23243,3104
23253,3104
39642,3104
15067,3104
47840,3104
23268,3104
56036,3104
56039,3104
39661,3104
39663,3104
39671,3104
56074,3104
39691,3104
15122,3104
39698,3104
64275,3104
56087,3104
56091,3104
15132,3104
56092,3104
39712,3104
56106,3104
23348,3104
64308,3104
39738,3104
56126,3104
39746,3104
15174,3104
64326,3104
64327,3104
64328,3104
64329,3104
39769,3104
64346,3104
23399,3104
23401,3104
23406,3104
64368,3104
64369,3104
47988,3104
64372,3104
64374,3104
39800,3104
47994,3104
39804,3104
23423,3104
39808,3104
48003,3104
39812,3104
56195,3104
23433,3104
23439,3104
23441,3104
39828,3104
39829,3104
64399,3104
64401,3104
64402,3104
64403,3104
64404,3104
39835,3104
64411,3104
56221,3104
64412,3104
64413,3104
23456,3104
64414,3104
23460,3104
23465,3104
39851,3104
56239,3104
56247,3104
39865,3104
39866,3104
56249,3104
56250,3104
56251,3104
64460,3104
39889,3104
56275,3104
39892,3104
56290,3104
56291,3104
48101,3104
48102,3104
56304,3104
56312,3104
56317,3104
56318,3104
64530,3104
64532,3104
56342,3104
56343,3104
64533,3104
56345,3104
64535,3104
56348,3104
64539,3104
64541,3104
39968,3104
39972,3104
56357,3104
56358,3104
56359,3104
48175,3104
39985,3104
48181,3104
64571,3104
64574,3104
64576,3104
64577,3104
56390,3104
56392,3104
40016,3104
40017,3104
64597,3104
64598,3104
56408,3104
64601,3104
56412,3104
64604,3104
40043,3104
56446,3104
56447,3104
40064,3104
40066,3104
56448,3104
56450,3104
64642,3104
64644,3104
64645,3104
40076,3104
64668,3104
40098,3104
40099,3104
64679,3104
64680,3104
56489,3104
40106,3104
56494,3104
64688,3104
64689,3104
56505,3104
40123,3104
40134,3104
40148,3104
56534,3104
40154,3104
40157,3104
40159,3104
64736,3104
64738,3104
64741,3104
64745,3104
40176,3104
40184,3104
40186,3104
40197,3104
64773,3104
64781,3104
64782,3104
40215,3104
40224,3104
64832,3104
64833,3104
64834,3104
64837,3104
64839,3104
73033,3104
40274,3104
40279,3104
40281,3104
40291,3104
40292,3104
40293,3104
40302,3104
40303,3104
40304,3104
64878,3104
64879,3104
40310,3104
64886,3104
40314,3104
40315,3104
64890,3104
48509,3104
40330,3104
48523,3104
64921,3104
64923,3104
40348,3104
48558,3104
40367,3104
40368,3104
64947,3104
64949,3104
56759,3104
64951,3104
64953,3104
40378,3104
64955,3104
64956,3104
40381,3104
40382,3104
40388,3104
40395,3104
40405,3104
40414,3104
40415,3104
40416,3104
40434,3104
65010,3104
40436,3104
65014,3104
65015,3104
65016,3104
56837,3104
40459,3104
56842,3104
40467,3104
40468,3104
40469,3104
56854,3104
56897,3104
56902,3104
48711,3104
40521,3104
56905,3104
40523,3104
40524,3104
40525,3104
40527,3104
40534,3104
65110,3104
65111,3104
40539,3104
56929,3104
40551,3104
40556,3104
65133,3104
65135,3104
40575,3104
73343,3104
40581,3104
40582,3104
40587,3104
40590,3104
56974,3104
40593,3104
40594,3104
65176,3104
65178,3104
56987,3104
65179,3104
56989,3104
65180,3104
40611,3104
65188,3104
65189,3104
40620,3104
65200,3104
65201,3104
57019,3104
57023,3104
57024,3104
48836,3104
40651,3104
40660,3104
40662,3104
57051,3104
40668,3104
57052,3104
57053,3104
57056,3104
57057,3104
57058,3104
57059,3104
65244,3104
65245,3104
65246,3104
65249,3104
65250,3104
65275,3104
65276,3104
57095,3104
40723,3104
57110,3104
57111,3104
57114,3104
40734,3104
40741,3104
40743,3104
57127,3104
65327,3104
40752,3104
40753,3104
65330,3104
65334,3104
57145,3104
48954,3104
57146,3104
40764,3104
57148,3104
40766,3104
57149,3104
40780,3104
40781,3104
65356,3104
65359,3104
57170,3104
40794,3104
40812,3104
40813,3104
40814,3104
57202,3104
57203,3104
65394,3104
40824,3104
65401,3104
57214,3104
65411,3104
40836,3104
40839,3104
40847,3104
65426,3104
49044,3104
65429,3104
65432,3104
40857,3104
40859,3104
49057,3104
49095,3104
57293,3104
40910,3104
57296,3104
57297,3104
57300,3104
57301,3104
57302,3104
40921,3104
40924,3104
40925,3104
65500,3104
65501,3104
65505,3104
65506,3104
57316,3104
40933,3104
57317,3104
40952,3104
57340,3104
