corresponding_id,alias,real_name,alias_type,start,end,extra
,Baron Northbrook,Francis Thornhill Baring,title,1866,1866/09/06,
,Baron Northbrook,Thomas George Baring,title,1866/09/07,1904/11/15,
,Earl of Northbrook,Thomas George Baring,title,1876/06/10,1904/11/15,
,Viscount Northbrook,Francis Baring,title,1876,1904/11/15,
,Baron Northbrook,Francis Baring,title,1904/11/16,1929/04/12,
,Earl of Northbrook,Francis Baring,title,1904/11/16,1929/04/12,
