corresponding_id,alias,real_name,alias_type,start,end,extra
,Duke of Rutland,John Henry Manners,title,1787,1857/01/20,
,Marquess of Granby,Charles Manners,title,1815/05/16,1857/01/20,
,Duke of Rutland,Charles Manners,title,1857/01/21,1888/03/03,
,Duke of Rutland,John James Robert Manners,title,1888/03/04,1906/08/04,
,Marquess of Granby,Henry John Brisly Manners,title,1888/03/04,1906/08/04,
,Duke of Rutland,Henry John Brisly Manners,title,1906/08/05,1925/05/08,
