corresponding_id,alias,real_name,alias_type,start,end,extra
,Earl of Ellenborough,Edward Law,title,1844/10/22,1871/12/22,
,Viscount Southam,Edward Law,title,1844/10/22,1871/12/22,
,Baron Ellenborough,Edward Law,title,1818/12/14,1871/12/22,
