corresponding_id,alias,real_name,alias_type,start,end,extra,links
6903,Earl of Kimberley,John Wodehouse,title,1866,1902/04/08,died in office,"https://en.wikipedia.org/wiki/John_Wodehouse,_1st_Earl_of_Kimberley"
6903,Baron Wodehouse,John Wodehouse,title,1846/06/01,1902/04/08,,
8277,Earl of Kimberley,John Wodehouse,title,1902/04/09,1932/01/07,,"https://en.wikipedia.org/wiki/John_Wodehouse,_3rd_Earl_of_Kimberley"
8277,Baron Wodehouse,John Wodehouse,title,1902/04/09,1923/01/07,,
