corresponding_id,alias,real_name,alias_type,start,end,extra
,Baron Raglan,FitzRoy James Henry Somerset,title,1852,1855/06/28,
,Baron Raglan,Richard Henry FirzRoy Somerset,title,1855/06/29,1884/05/03,
,Baron Raglan,George FitzRoy Henry Somerset,title,1884/05/04,1921/10/24,
