corresponding_id,alias,real_name,alias_type,start,end,extra,link
,Lord Lovat,Thomas Alexander Fraser,title,1854,1875/06/28,,"https://en.wikipedia.org/wiki/Thomas_Fraser,_12th_Lord_Lovat"
,Baron Lovat,Thomas Alexander Fraser,title,1837,1875/06/28,,"https://en.wikipedia.org/wiki/Thomas_Fraser,_12th_Lord_Lovat"
,Lord Lovat,Simon Fraser,title,1875/06/29,1887/09/06,,"https://en.wikipedia.org/wiki/Simon_Fraser,_13th_Lord_Lovat"
,Baron Lovat,Simon Fraser,title,1875/06/29,1887/09/06,,"https://en.wikipedia.org/wiki/Simon_Fraser,_13th_Lord_Lovat"
,Lord Lovat,Simon Joseph Fraser,title,1887/09/07,1933/02/18,,"https://en.wikipedia.org/wiki/Simon_Fraser,_14th_Lord_Lovat"
,Baron Lovat,Simon Joseph Fraser,title,1887/09/07,1933/02/18,,"https://en.wikipedia.org/wiki/Simon_Fraser,_14th_Lord_Lovat"
