corresponding_id,alias,real_name,alias_type,start,end,extra
,Lord Cochrane,Thomas Cochrane,title,1778,1831/07/01,
,Earl of Dundonald,Thomas Cochrane,title,1831/07/02,1860/10/31,
,Lord Cochrane,Thomas Barnes Cochrane,title,1831/07/02,1860/10/31,
,Earl of Dundonald,Thomas Barnes Cochrane,title,1860/11/01,1885/01/15,
,Lord Cochrane,Douglas Mackinnon Baillie Hamilton Cochrane,title,1860/11/01,1885/01/15,
,Earl of Dundonald,Douglas Mackinnon Baillie Hamilton Cochrane,title,1885/01/16,1935/04/12,
