corresponding_id,alias,real_name,alias_type,start,end,extra,links
4004,Baron Selbourne,Roundell Palmer,title,1872,1895/05/04,was Lord Chancellor twice,"https://en.wikipedia.org/wiki/Roundell_Palmer,_1st_Earl_of_Selborne"
4004,Earl of Selbourne,Roundell Palmer,title,1882,1895/05/04,,
6138,Earl of Selbourne,William Waldegrave Palmer,title,1895/05/05,1942/02/26,,"https://en.wikipedia.org/wiki/William_Palmer,_2nd_Earl_of_Selborne"
6138,Viscount Wolmer,William Waldegrave Palmer,title,1882,1895/05/04,,
8646,Earl of Selbourne,Roundell Cecil Palmer,title,1942/02/27,1971/09/03,,"https://en.wikipedia.org/wiki/Roundell_Palmer,_3rd_Earl_of_Selborne"
8646,Viscount Wolmer,Roundell Cecil Palmer,title,1895/05/05,1942/02/26,,
