corresponding_id,alias,real_name,alias_type,start,end,extra,links
,Duke of Somerset,Edward Adolphus St Maur,title,1793/12/16,1855/08/15,,"https://en.wikipedia.org/wiki/Edward_St_Maur,_11th_Duke_of_Somerset"
,Lord Seymour,Edward Adolphus Seymour,title,1804/12/31,1855/8/15,,"https://en.wikipedia.org/wiki/Edward_Seymour,_12th_Duke_of_Somerset"
,Duke of Somerset,Edward Adolphus Seymour,title,1855/08/16,1885/11/28,,
,Duke of Somerset,Archibald Algernon Henry St Maur,title,1885/11/29,1891/10/28,,"https://en.wikipedia.org/wiki/Archibald_St_Maur,_13th_Duke_of_Somerset"
,Duke of Somerset,Algernon Percy Banks St Maur,title,1891/10/29,1894/10/02,,"https://en.wikipedia.org/wiki/Algernon_St_Maur,_14th_Duke_of_Somerset"
,Duke of Somerset,Algernon St Maur,title,1894/10/03,1923/10/22,,"https://en.wikipedia.org/wiki/Algernon_St_Maur,_15th_Duke_of_Somerset"
