corresponding_id,alias,real_name,alias_type,start,end,extra
,Earl nelson,William Nelson,title,1805,1835/02/28,
,Earl nelson,Thomas Nelson,title,1835/03/01,1835/11/01,
,Earl nelson,Horatio Nelson,title,1835/11/02,1913/02/25,
